version,ip,prefixlength
ipv4,160.20.241.0,24
ipv4,102.212.0.0,18
ipv4,102.212.64.0,19
ipv4,102.212.96.0,22
ipv4,102.212.116.0,22
ipv4,102.212.120.0,21
ipv4,102.212.136.0,21
ipv4,102.212.144.0,21
ipv4,102.212.152.0,22
ipv4,102.212.162.0,23
ipv4,102.212.196.0,22
ipv4,102.212.200.0,21
ipv4,102.212.208.0,20
ipv4,102.213.68.0,22
ipv4,102.213.72.0,21
ipv4,102.213.108.0,22
ipv4,102.213.112.0,20
ipv4,102.213.176.0,20
ipv4,102.213.192.0,20
ipv4,102.214.68.0,22
ipv4,156.0.199.0,24
ipv4,196.61.4.0,22
ipv4,102.208.0.0,14
ipv4,102.192.0.0,12
ipv4,160.20.245.0,24
ipv4,192.47.28.0,24
ipv6,2610:2000::,19
ipv6,2c0f:1082::,31
ipv6,2c0f:1081::,32
ipv6,2c0f:1040::,26
ipv6,2c0f:1020::,27
ipv6,2c0f:1010::,28
ipv6,2c0f:1008::,29
ipv6,2c0f:1004::,30
ipv6,2c0f:1002::,31
ipv6,2c0f:1001::,32
ipv6,2c0f:fc0::,26
ipv6,2c0f:fa0::,27
ipv6,2c0f:f90::,28
ipv6,2c0f:f88::,29
ipv6,2c0f:f84::,30
ipv6,2c0f:1084::,30
ipv6,2c0f:1088::,29
ipv6,2c0f:1090::,28
ipv6,2c0f:10a0::,27
ipv6,2c0f:11a0::,27
ipv6,2c0f:1190::,28
ipv6,2c0f:1188::,29
ipv6,2c0f:1184::,30
ipv6,2c0f:1182::,31
ipv6,2c0f:1181::,32
ipv6,2c0f:f82::,31
ipv6,2c0f:1140::,26
ipv6,2c0f:1110::,28
ipv6,2c0f:1108::,29
ipv6,2c0f:1104::,30
ipv6,2c0f:1102::,31
ipv6,2c0f:1101::,32
ipv6,2c0f:10c0::,26
ipv6,2c0f:1120::,27
ipv6,2c0f:11c0::,26
ipv6,2c0f:f81::,32
ipv6,2c0f:f20::,27
ipv6,2c0f:d84::,30
ipv6,2c0f:d82::,31
ipv6,2c0f:d81::,32
ipv6,2c0f:d40::,26
ipv6,2c0f:d20::,27
ipv6,2c0f:d10::,28
ipv6,2c0f:d88::,29
ipv6,2c0f:d08::,29
ipv6,2c0f:d02::,31
ipv6,2c0f:d01::,32
ipv6,2c0f:cc0::,26
ipv6,2c0f:ca0::,27
ipv6,2c0f:c90::,28
ipv6,2c0f:c88::,29
ipv6,2c0f:d04::,30
ipv6,2c0f:d90::,28
ipv6,2c0f:da0::,27
ipv6,2c0f:dc0::,26
ipv6,2c0f:f10::,28
ipv6,2c0f:f08::,29
ipv6,2c0f:f04::,30
ipv6,2c0f:f02::,31
ipv6,2c0f:f01::,32
ipv6,2c0f:ec0::,26
ipv6,2c0f:ea0::,27
ipv6,2c0f:e90::,28
ipv6,2c0f:e88::,29
ipv6,2c0f:e84::,30
ipv6,2c0f:e82::,31
ipv6,2c0f:e81::,32
ipv6,2c0f:e40::,26
