region,ip,prefixlength,org
ripencc,5.43.64.0,18,n/a
ripencc,5.133.0.0,21,n/a
ripencc,5.133.128.0,19,ba.hptbih;JP HT d.d. Mostar
ripencc,5.149.64.0,20,"ba.avax;""AVAX NET"" doo za telekomunikacije, racunarski inzenjering, konsalting i promet Lukavac"
ripencc,5.149.80.0,21,"ba.avax;""AVAX NET"" doo za telekomunikacije, racunarski inzenjering, konsalting i promet Lukavac"
ripencc,5.149.88.0,22,n/a
ripencc,5.149.92.0,22,"ba.avax;""AVAX NET"" doo za telekomunikacije, racunarski inzenjering, konsalting i promet Lukavac"
ripencc,5.152.232.0,21,"ba.doo-elit-m;D.O.O. ""Elit M"" Biljeljina"
ripencc,5.154.168.0,23,n/a
ripencc,5.154.228.0,23,n/a
ripencc,5.154.248.0,22,n/a
ripencc,31.47.0.0,19,ba.txtv;TXTV d.o.o. Tuzla
ripencc,31.176.128.0,17,n/a
ripencc,31.185.112.0,20,n/a
ripencc,31.216.184.0,21,ba.blicnet;Blicnet d.o.o.
ripencc,31.223.128.0,19,"ba.telekomsrpske;""Telekomunikacije Republike Srpske"" akcionarsko drustvo Banja Luka"
ripencc,31.223.208.0,20,ba.blicnet;Blicnet d.o.o.
ripencc,37.8.128.0,20,ba.hptbih;JP HT d.d. Mostar
ripencc,37.203.64.0,18,n/a
ripencc,37.205.24.0,21,n/a
ripencc,37.208.32.0,21,n/a
ripencc,45.14.36.0,22,"ba.formea;""Formea"" drustvo za trgovinu, informaticki inzenjering i konsalting d.o.o. Visoko"
ripencc,45.82.88.0,22,ba.ktve-g-e;KTV E-G-E d.o.o.
ripencc,45.131.116.0,22,n/a
ripencc,45.156.248.0,22,n/a
ripencc,46.35.128.0,19,ba.hptbih;JP HT d.d. Mostar
ripencc,46.36.160.0,19,n/a
ripencc,46.239.0.0,18,"ba.telekomsrpske;""Telekomunikacije Republike Srpske"" akcionarsko drustvo Banja Luka"
ripencc,62.68.96.0,19,ba.blicnet;Blicnet d.o.o.
ripencc,62.101.144.0,20,"ba.telekomsrpske;""Telekomunikacije Republike Srpske"" akcionarsko drustvo Banja Luka"
ripencc,62.113.0.0,19,ba.hptbih;JP HT d.d. Mostar
ripencc,77.74.224.0,21,ba.teamlink;Team Consulting d.o.o.
ripencc,77.77.192.0,18,n/a
ripencc,77.78.192.0,18,n/a
ripencc,77.221.0.0,19,n/a
ripencc,77.238.192.0,19,n/a
ripencc,77.239.0.0,19,n/a
ripencc,77.239.64.0,19,ba.blicnet;Blicnet d.o.o.
ripencc,78.28.128.0,18,"ba.sarnet;Ministry for Scientific and Technological Development, Higher Education and Information Society of the Republic of Srpska"
ripencc,79.142.0.0,20,n/a
ripencc,79.142.180.0,22,ba.blicnet;Blicnet d.o.o.
ripencc,79.143.160.0,20,ba.blicnet;Blicnet d.o.o.
ripencc,80.65.64.0,20,n/a
ripencc,80.65.80.0,20,n/a
ripencc,80.80.32.0,20,n/a
ripencc,80.87.240.0,20,ba.lanaco;Lanaco d.o.o. za Informacione Tehnologije Banja Luka
ripencc,80.242.112.0,20,ba.blicnet;Blicnet d.o.o.
ripencc,81.93.64.0,20,"ba.telekomsrpske;""Telekomunikacije Republike Srpske"" akcionarsko drustvo Banja Luka"
ripencc,81.93.80.0,20,"ba.telekomsrpske;""Telekomunikacije Republike Srpske"" akcionarsko drustvo Banja Luka"
ripencc,81.94.0.0,20,ba.pttrs;Poste Srpske a.d.
ripencc,82.118.0.0,20,n/a
ripencc,85.92.224.0,19,n/a
ripencc,85.94.128.0,19,ba.hptbih;JP HT d.d. Mostar
ripencc,85.158.32.0,21,n/a
ripencc,85.209.96.0,22,n/a
ripencc,85.235.84.0,22,"ba.avax;""AVAX NET"" doo za telekomunikacije, racunarski inzenjering, konsalting i promet Lukavac"
ripencc,87.247.136.0,22,"ba.mediasky;MEDIA SKY d.o.o. za proizvodnju, promet i usluge"
ripencc,87.250.96.0,19,ba.dasto;DASTO semtel d.o.o.
ripencc,89.111.192.0,18,"ba.telekomsrpske;""Telekomunikacije Republike Srpske"" akcionarsko drustvo Banja Luka"
ripencc,89.146.128.0,18,n/a
ripencc,91.191.0.0,18,ba.dasto;DASTO semtel d.o.o.
ripencc,92.36.128.0,17,n/a
ripencc,92.240.32.0,19,ba.hptbih;JP HT d.d. Mostar
ripencc,92.241.128.0,19,ba.blicnet;Blicnet d.o.o.
ripencc,93.180.96.0,19,n/a
ripencc,93.180.144.0,21,ba.blicnet;Blicnet d.o.o.
ripencc,94.250.0.0,17,"ba.telekomsrpske;""Telekomunikacije Republike Srpske"" akcionarsko drustvo Banja Luka"
ripencc,95.156.128.0,18,ba.hptbih;JP HT d.d. Mostar
ripencc,109.105.192.0,20,ba.teamlink;Team Consulting d.o.o.
ripencc,109.163.128.0,18,n/a
ripencc,109.165.128.0,17,"ba.telekomsrpske;""Telekomunikacije Republike Srpske"" akcionarsko drustvo Banja Luka"
ripencc,109.175.0.0,17,n/a
ripencc,109.205.32.0,21,n/a
ripencc,109.237.32.0,20,n/a
ripencc,128.65.104.0,21,n/a
ripencc,134.90.128.0,21,ba.blicnet;Blicnet d.o.o.
ripencc,141.170.192.0,20,n/a
ripencc,146.255.128.0,19,n/a
ripencc,159.20.16.0,21,ba.hptbih;JP HT d.d. Mostar
ripencc,164.40.224.0,21,ba.dasto;DASTO semtel d.o.o.
ripencc,171.22.20.0,22,ba.zipzap;ZipZap doo Zenica
ripencc,176.57.64.0,22,ba.telinea;Telinea d.o.o.
ripencc,176.119.220.0,24,ba.integra;Integra Inzenjering d.o.o.
ripencc,178.77.0.0,18,n/a
ripencc,178.209.0.0,19,n/a
ripencc,178.236.80.0,20,n/a
ripencc,185.6.104.0,22,n/a
ripencc,185.12.76.0,22,n/a
ripencc,185.12.168.0,22,ba.txtv;TXTV d.o.o. Tuzla
ripencc,185.13.240.0,22,n/a
ripencc,185.14.124.0,22,n/a
ripencc,185.15.64.0,22,n/a
ripencc,185.16.12.0,22,ba.dasto;DASTO semtel d.o.o.
ripencc,185.18.152.0,22,n/a
ripencc,185.24.208.0,22,n/a
ripencc,185.26.176.0,22,n/a
ripencc,185.32.172.0,22,ba.blicnet;Blicnet d.o.o.
ripencc,185.35.156.0,22,"ba.telekomsrpske;""Telekomunikacije Republike Srpske"" akcionarsko drustvo Banja Luka"
ripencc,185.36.68.0,22,n/a
ripencc,185.36.84.0,22,ba.blicnet;Blicnet d.o.o.
ripencc,185.38.144.0,22,ba.hptbih;JP HT d.d. Mostar
ripencc,185.39.0.0,22,ba.blicnet;Blicnet d.o.o.
ripencc,185.48.172.0,22,n/a
ripencc,185.50.56.0,22,ba.neonsolucije;NEON Solucije d.o.o. Kalesija
ripencc,185.58.92.0,22,n/a
ripencc,185.65.120.0,22,n/a
ripencc,185.69.28.0,22,n/a
ripencc,185.84.144.0,22,n/a
ripencc,185.91.156.0,22,n/a
ripencc,185.98.0.0,22,n/a
ripencc,185.99.0.0,22,n/a
ripencc,185.125.120.0,22,ba.trion;TRION TEL d.o.o.
ripencc,185.150.192.0,22,ba.lanaco;Lanaco d.o.o. za Informacione Tehnologije Banja Luka
ripencc,185.164.32.0,22,n/a
ripencc,185.173.28.0,22,ba.txtv;TXTV d.o.o. Tuzla
ripencc,185.187.4.0,22,ba.blicnet;Blicnet d.o.o.
ripencc,185.202.76.0,22,n/a
ripencc,185.210.180.0,22,ba.txtv;TXTV d.o.o. Tuzla
ripencc,185.212.108.0,22,n/a
ripencc,185.215.88.0,22,n/a
ripencc,185.237.128.0,22,n/a
ripencc,188.124.192.0,19,ba.blicnet;Blicnet d.o.o.
ripencc,188.127.96.0,19,n/a
ripencc,188.246.64.0,19,ba.blicnet;Blicnet d.o.o.
ripencc,193.222.144.0,22,n/a
ripencc,194.41.40.0,22,ba.blicnet;Blicnet d.o.o.
