region,ip,prefixlength,org
apnic,24.230.0.0,19,n/a
apnic,103.20.172.0,22,n/a
apnic,103.133.84.0,22,n/a
apnic,103.153.6.0,23,n/a
apnic,103.214.228.0,24,n/a
arin,23.136.248.0,24,n/a
arin,149.112.32.0,24,n/a
arin,162.12.217.0,24,n/a
arin,185.212.72.0,23,n/a
arin,185.212.74.0,24,n/a
arin,185.212.75.0,24,n/a
arin,192.131.134.0,24,n/a
arin,192.136.54.0,24,n/a
arin,192.136.58.0,24,n/a
arin,199.103.87.0,24,n/a
arin,199.103.88.0,24,n/a
arin,199.103.92.0,24,n/a
arin,204.79.136.0,24,n/a
arin,204.79.173.0,24,n/a
arin,204.79.208.0,23,n/a
arin,204.79.210.0,24,n/a
arin,204.79.213.0,24,n/a
arin,204.79.214.0,23,n/a
arin,204.79.228.0,24,n/a
arin,206.130.228.0,24,n/a
ripencc,1.179.112.0,20,n/a
ripencc,2.0.0.0,12,fr.telecom;Orange S.A.
ripencc,2.56.80.0,22,fr.arteone;Artefact SARL
ripencc,2.56.156.0,22,fr.probesys;Probesys SARL
ripencc,2.57.72.0,22,n/a
ripencc,2.57.140.0,22,n/a
ripencc,2.58.120.0,22,fr.algonaiss;ALGONAISS SARL
ripencc,2.59.68.0,22,n/a
ripencc,2.59.72.0,22,n/a
ripencc,2.59.144.0,22,n/a
ripencc,2.59.188.0,22,fr.d-lake;D-LAKE SAS
ripencc,2.59.236.0,22,fr.k-net19;K-NET SARL
ripencc,5.8.249.0,24,n/a
ripencc,5.10.128.0,21,n/a
ripencc,5.11.56.0,22,n/a
ripencc,5.23.40.0,21,n/a
ripencc,5.39.0.0,17,n/a
ripencc,5.39.224.0,21,fr.dstorage;DSTORAGE s.a.s.
ripencc,5.39.232.0,21,n/a
ripencc,5.42.152.0,21,n/a
ripencc,5.42.193.0,24,n/a
ripencc,5.42.197.0,24,fr.iguane1;Iguane Solutions SAS
ripencc,5.42.200.0,24,fr.appliwave7;APPLIWAVE SAS
ripencc,5.44.160.0,21,n/a
ripencc,5.45.40.0,22,fr.emessage;e message wireless information services France SAS
ripencc,5.48.0.0,14,fr.bouygtel;Bouygues Telecom SA
ripencc,5.56.40.0,21,fr.numlog-fr;NUMLOG S.A.S.U.
ripencc,5.63.24.0,21,fr.splio;SPLIO
ripencc,5.83.232.0,21,fr.syntis;SYNTIS SARL
ripencc,5.100.144.0,21,n/a
ripencc,5.102.72.0,21,n/a
ripencc,5.104.96.0,21,n/a
ripencc,5.104.192.0,21,n/a
ripencc,5.133.68.0,22,n/a
ripencc,5.133.113.0,24,n/a
ripencc,5.134.96.0,21,fr.intvip;Interveille Global SAS
ripencc,5.135.0.0,16,n/a
ripencc,5.144.136.0,21,fr.ecritel;Ecritel SASU
ripencc,5.149.176.0,20,n/a
ripencc,5.158.200.0,21,n/a
ripencc,5.158.240.0,20,fr.nordnet;NordNet SA
ripencc,5.179.120.0,21,n/a
ripencc,5.179.192.0,21,n/a
ripencc,5.180.56.0,24,fr.hostelyon;hosTELyon SAS
ripencc,5.180.57.0,24,fr.abaclouda;ABACLOUDA SAS
ripencc,5.180.58.0,23,fr.abaclouda;ABACLOUDA SAS
ripencc,5.181.53.0,24,n/a
ripencc,5.181.172.0,22,n/a
ripencc,5.182.136.0,22,n/a
ripencc,5.182.144.0,22,fr.netsyst;NETSYST SAS
ripencc,5.182.156.0,22,fr.evtech;SNCF Connect & Tech Services SASU
ripencc,5.182.168.0,22,fr.2isr;INGENIERIE INFORMATIQUE SYSTEME ET RESEAU SARL
ripencc,5.182.212.0,22,fr.acorus;F5 Networks SARL
ripencc,5.182.252.0,22,fr.fingerprint;Adista Fingerprint SASAU
ripencc,5.183.16.0,22,n/a
ripencc,5.183.104.0,22,fr.grenode;Grenode
ripencc,5.183.124.0,22,fr.imadiff;MEDIACTIVE DIGITAL SAS
ripencc,5.183.212.0,22,fr.videofutur;VITIS SASU
ripencc,5.183.248.0,22,n/a
ripencc,5.196.0.0,16,n/a
ripencc,5.198.192.0,19,fr.hopus;HOPUS SAS
ripencc,5.226.0.0,21,fr.jaguar;Jaguar Network SAS
ripencc,5.226.8.0,21,n/a
ripencc,5.252.56.0,22,fr.euclyde69;EUCLYDE 69 SAS
ripencc,5.252.60.0,22,n/a
ripencc,5.252.88.0,22,n/a
ripencc,5.252.112.0,22,n/a
ripencc,5.252.148.0,22,fr.acri-st;ACRI-ST S.A.S.
