region,ip,prefixlength,org
apnic,103.167.150.0,23,n/a
apnic,103.177.248.0,23,n/a
apnic,202.163.0.0,19,n/a
arin,204.79.146.0,24,n/a
arin,204.79.191.0,24,n/a
arin,216.155.224.0,20,n/a
ripencc,2.56.28.0,22,n/a
ripencc,2.57.244.0,22,se.fastbit;FastBit AB
ripencc,2.58.0.0,22,se.biruang;Aleksander Studzinski trading as Biruang IT KB
ripencc,2.59.208.0,22,se.systemintegration;Nordlo Vaxjo & Ljungby AB
ripencc,2.64.0.0,13,se.hi3gaccess;Hi3G Access AB
ripencc,2.248.0.0,14,n/a
ripencc,2.252.0.0,15,n/a
ripencc,2.254.0.0,16,n/a
ripencc,2.255.0.0,17,n/a
ripencc,2.255.128.0,18,n/a
ripencc,2.255.192.0,18,n/a
ripencc,5.22.232.0,21,n/a
ripencc,5.35.184.0,21,n/a
ripencc,5.44.176.0,21,n/a
ripencc,5.44.192.0,20,se.bredband2;Bredband2 AB
ripencc,5.57.240.0,21,se.voicetech;VoiceTech Sweden AB
ripencc,5.133.192.0,19,n/a
ripencc,5.150.192.0,18,se.bahnhof;Bahnhof AB
ripencc,5.152.150.0,23,se.constaq;Constaq AB
ripencc,5.152.152.0,23,se.84grams;84 Grams AB
ripencc,5.154.244.0,22,n/a
ripencc,5.172.144.0,21,se.bredband2;Bredband2 AB
ripencc,5.178.72.0,21,se.gle-ripe;GleSYS AB
ripencc,5.179.112.0,21,n/a
ripencc,5.180.0.0,22,n/a
ripencc,5.183.164.0,22,se.leissner;Leissner Data AB
ripencc,5.226.32.0,21,se.adminor;Adminor Aktiebolag
ripencc,5.240.0.0,14,se.swipnet;Tele2 Sverige AB
ripencc,5.250.224.0,21,se.iitn;IT Industri Tjanster i Norr AB
ripencc,5.252.128.0,22,se.sectra;Sectra Imaging IT Solutions AB
ripencc,5.254.168.0,21,se.nmt;Teracom Mobil AB
ripencc,5.254.192.0,19,se.nmt;Teracom Mobil AB
ripencc,31.12.80.0,22,se.84grams;84 Grams AB
ripencc,31.12.84.0,22,se.citynetwork;Cleura AB
ripencc,31.13.8.0,21,n/a
ripencc,31.15.32.0,19,se.swipnet;Tele2 Sverige AB
ripencc,31.24.64.0,21,n/a
ripencc,31.24.72.0,21,se.mediateknik;Mediateknik i Varberg AB
ripencc,31.25.64.0,21,se.dgcsystems;Iver Sverige AB
ripencc,31.31.160.0,21,n/a
ripencc,31.44.224.0,20,se.voicetech;VoiceTech Sweden AB
ripencc,31.47.200.0,21,se.tripnet;Tripnet AB
ripencc,31.132.56.0,22,se.citynetwork;Cleura AB
ripencc,31.170.24.0,21,n/a
ripencc,31.192.192.0,20,se.bredband2;Bredband2 AB
ripencc,31.192.224.0,21,se.gle-ripe;GleSYS AB
ripencc,31.193.200.0,21,n/a
ripencc,31.193.248.0,21,n/a
ripencc,31.204.64.0,21,n/a
ripencc,31.208.0.0,16,se.bredband2;Bredband2 AB
ripencc,31.209.0.0,18,se.bredband2;Bredband2 AB
