region,ip,prefixlength,org
ripencc,2.56.68.0,22,n/a
ripencc,2.57.8.0,22,pl.auranet;AURANET Sp. z o.o.
ripencc,2.57.132.0,22,n/a
ripencc,2.57.136.0,22,pl.zenbox;Zenbox sp. z o.o.
ripencc,2.57.208.0,22,n/a
ripencc,2.58.104.0,22,pl.squiz;Squiz Poland Sp. z o. o.
ripencc,2.58.216.0,22,n/a
ripencc,5.39.192.0,21,"pl.telka;""TVK"" ZJAWIONA ELZBIETA"
ripencc,5.57.128.0,18,pl.netia;Netia SA
ripencc,5.57.214.0,24,pl.darnet1;Dariusz Michal Lyczko trading as DAR.NET
ripencc,5.60.0.0,16,pl.plusgsm;Polkomtel Sp. z o.o.
ripencc,5.63.184.0,21,"pl.inetgroup1;""INET GROUP"" Sp. z o.o."
ripencc,5.102.40.0,22,n/a
ripencc,5.102.44.0,22,n/a
ripencc,5.102.64.0,21,n/a
ripencc,5.104.248.0,21,pl.oxylion;Oxylion S. A.
ripencc,5.133.8.0,21,pl.artnet;Artnet Sp. z o.o.
ripencc,5.133.115.0,24,n/a
ripencc,5.133.248.0,21,n/a
ripencc,5.134.64.0,20,n/a
ripencc,5.134.208.0,21,pl.qxl;Allegro sp. z o.o.
ripencc,5.149.160.0,21,n/a
ripencc,5.149.192.0,21,n/a
ripencc,5.152.160.0,21,n/a
ripencc,5.172.184.0,21,n/a
ripencc,5.172.224.0,19,pl.plusgsm;Polkomtel Sp. z o.o.
ripencc,5.173.0.0,16,pl.project4;P4 Sp. z o.o.
ripencc,5.174.0.0,16,pl.plusgsm;Polkomtel Sp. z o.o.
ripencc,5.181.188.0,22,pl.mev;MEVSPACE sp. z o.o.
ripencc,5.182.140.0,22,pl.wmc;WMC Sp. z o.o.
ripencc,5.183.192.0,22,pl.ilios;Dimitrios Passis trading as ilios-system
ripencc,5.184.0.0,15,n/a
ripencc,5.187.48.0,21,pl.artnet;Artnet Sp. z o.o.
ripencc,5.201.0.0,17,n/a
ripencc,5.206.240.0,20,n/a
ripencc,5.226.64.0,18,pl.netia;Netia SA
ripencc,5.226.128.0,21,pl.netia;Netia SA
ripencc,5.252.108.0,22,n/a
ripencc,5.252.200.0,22,n/a
ripencc,5.252.212.0,22,n/a
ripencc,5.252.228.0,22,pl.lhpl;LH.pl Sp. z o.o.
ripencc,5.253.120.0,22,pl.k3m;K3M Sp. z o.o. Sp. k.
ripencc,31.0.0.0,15,pl.plusgsm;Polkomtel Sp. z o.o.
ripencc,31.2.0.0,17,pl.plusgsm;Polkomtel Sp. z o.o.
ripencc,31.6.64.0,21,n/a
ripencc,31.6.128.0,17,pl.szel-sat;Multimedia Polska Sp. z o.o.
ripencc,31.7.40.0,21,pl.chopin-cabletv;Chopin Telewizja Kablowa spolka z ograniczona odpowiedzialnoscia
ripencc,31.11.128.0,17,pl.daminet;VECTRA S.A.
ripencc,31.14.9.0,24,pl.scm;SC Media sp. z o.o. sp. k.
ripencc,31.14.76.0,22,pl.scm;SC Media sp. z o.o. sp. k.
ripencc,31.14.162.0,24,pl.scm;SC Media sp. z o.o. sp. k.
ripencc,31.22.96.0,21,pl.daminet;VECTRA S.A.
ripencc,31.24.83.0,24,n/a
ripencc,31.25.248.0,21,n/a
ripencc,31.31.168.0,21,n/a
ripencc,31.60.0.0,14,n/a
ripencc,31.172.168.0,22,pl.netart;Nazwa.pl Sp.z.o.o.
ripencc,31.172.176.0,20,n/a
ripencc,31.174.0.0,15,pl.project4;P4 Sp. z o.o.
ripencc,31.178.0.0,15,n/a
ripencc,31.182.0.0,15,pl.toya;Toya sp.z.o.o
ripencc,31.186.80.0,21,pl.atman;Atman Sp. z o.o.
ripencc,31.186.192.0,19,n/a
ripencc,31.187.0.0,18,n/a
ripencc,31.192.216.0,21,pl.interiapl;GRUPA INTERIA.PL MEDIA Sp z.o.o. SK
ripencc,31.193.96.0,21,n/a
ripencc,31.193.187.0,24,pl.geckonet4;Geckonet Sp. z o. o.
ripencc,31.214.137.0,24,pl.starnet;StarNet Telecom Sp. z o.o.
ripencc,31.214.138.0,24,pl.starnet;StarNet Telecom Sp. z o.o.
ripencc,31.214.140.0,24,pl.starnet;StarNet Telecom Sp. z o.o.
ripencc,31.214.145.0,24,pl.starnet;StarNet Telecom Sp. z o.o.
ripencc,31.220.144.0,24,n/a
ripencc,31.220.146.0,24,n/a
ripencc,31.222.16.0,21,n/a
ripencc,37.7.0.0,16,pl.plusgsm;Polkomtel Sp. z o.o.
ripencc,37.8.192.0,18,pl.daminet;VECTRA S.A.
ripencc,37.16.75.0,24,n/a
ripencc,37.26.160.0,21,n/a
ripencc,37.26.192.0,21,n/a
ripencc,37.28.152.0,21,pl.artnet;Artnet Sp. z o.o.
ripencc,37.30.0.0,15,pl.eranet;T-Mobile Polska S.A.
ripencc,37.46.12.0,22,pl.hypernet1;HyperNET sp. z o.o.
ripencc,37.47.0.0,16,n/a
ripencc,37.60.24.0,21,"pl.mpwik-pulawy;MIEJSKIE PRZEDSIEBIORSTWO WODOCIAGOW I KANALIZACJI ""WODOCIAGI PULAWSKIE"" SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA"
ripencc,37.72.120.0,21,n/a
ripencc,37.77.152.0,21,pl.daminet;VECTRA S.A.
ripencc,37.98.208.0,20,pl.plusgsm;Polkomtel Sp. z o.o.
ripencc,37.108.0.0,16,n/a
ripencc,37.109.0.0,16,pl.plusgsm;Polkomtel Sp. z o.o.
ripencc,37.123.200.0,21,pl.satfilm;Sat Film Sp. z o.o. i Wspolnicy Sp. k.
ripencc,37.128.0.0,17,pl.netia;Netia SA
ripencc,37.128.152.0,21,pl.biaman;Politechnika Bialostocka
ripencc,37.128.160.0,21,pl.vstack;Vstack Europe Sp. z o.o.
ripencc,37.130.0.0,18,n/a
ripencc,37.131.128.0,19,pl.szel-sat;Multimedia Polska Sp. z o.o.
ripencc,37.131.160.0,20,pl.ksuprovector;KSU Provector Mariusz Dziakowicz
ripencc,37.139.72.0,21,"pl.net-bis;Wlodzimierz Gasior, Jolanta Gadek trading as Net-Bis s.c."
ripencc,37.139.144.0,21,n/a
ripencc,37.140.217.0,24,n/a
