version,ip,prefixlength
ipv4,23.135.225.0,24
ipv4,23.151.160.0,24
ipv4,131.153.249.0,24
ipv4,216.40.66.0,19
ipv6,2630::,12
ipv6,2600:10::,28
ipv6,2600:20::,27
ipv6,2600:40::,26
ipv6,2600:80::,25
ipv6,2604:20::,27
ipv6,2604:40::,28
ipv6,2604:60::,27
ipv6,2604:80::,28
ipv6,2604:a0::,27
ipv6,2604:c0::,26
ipv6,2605:10::,28
ipv6,2605:20::,27
ipv6,2605:50::,28
ipv6,2605:60::,27
ipv6,2605:90::,28
ipv6,2605:a0::,27
ipv6,2605:d0::,28
ipv6,2605:e0::,27
ipv6,2606:10::,28
ipv6,2606:20::,27
ipv6,2606:50::,28
ipv6,2606:60::,27
ipv6,2606:90::,28
ipv6,2606:a0::,27
ipv6,2606:d0::,28
ipv6,2606:e0::,27
ipv6,2607:10::,28
ipv6,2607:20::,27
ipv6,2607:50::,28
ipv6,2607:60::,27
ipv6,2607:90::,28
ipv6,2607:a0::,27
ipv6,2607:d0::,28
ipv6,2607:e0::,27
ipv6,2610:70::,29
ipv6,2610:90::,29
ipv6,2610:d1::,32
ipv6,2610:d2::,31
ipv6,2610:d4::,30
ipv6,2610:d8::,29
ipv6,2620:69::,41
ipv6,2620:6d::,42
ipv6,2620:7c::,36
ipv6,2620:7f::,35
ipv6,2620:a4::,42
ipv6,2001:488::,29
ipv6,2001:498::,29
ipv6,2001:4a8::,29
ipv6,2001:4d8::,29
ipv6,2001:500::,48
ipv6,2001:501::,33
ipv6,2001:502::,37
ipv6,2001:503::,37
ipv6,2001:505::,32
ipv6,2001:507::,32
ipv6,2001:588::,29
ipv6,2001:5c0::,36
ipv6,2600:880::,25
ipv6,2600:a10::,28
ipv6,2600:a20::,27
ipv6,2600:a40::,26
ipv6,2600:a80::,25
ipv6,2600:c20::,27
ipv6,2600:c40::,26
ipv6,2600:c80::,25
ipv6,2600:e00::,24
ipv6,2602:110::,28
ipv6,2602:120::,27
ipv6,2602:140::,26
ipv6,2602:180::,25
ipv6,2602:201::,32
ipv6,2602:202::,31
ipv6,2602:204::,30
ipv6,2602:208::,29
ipv6,2602:221::,32
ipv6,2602:222::,31
ipv6,2602:224::,30
ipv6,2602:228::,29
ipv6,2602:234::,30
ipv6,2602:238::,29
ipv6,2602:2a7::,32
ipv6,2602:2a8::,29
ipv6,2602:2b0::,28
ipv6,2602:2c0::,26
ipv6,2602:400::,22
ipv6,2602:812::,31
